clase,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,0.0,-0.09040722250938416,-0.039957523345947266,-0.16063109040260315,-0.12403368949890137,-0.19712984561920166,-0.2043297290802002,-0.20467817783355713,-0.2984698414802551,-0.11849680542945862,-0.2883043885231018,-0.140984445810318,-0.4020073413848877,-0.16097170114517212,-0.41393715143203735,-0.16543522477149963,-0.36316347122192383,-0.06438544392585754,-0.3078991770744324,-0.06439262628555298,-0.451749324798584,-0.08801332116127014,-0.44960325956344604,-0.10126954317092896,-0.3765031695365906,-0.008391380310058594,-0.3018929958343506,0.00382310152053833,-0.43016353249549866,-0.024910390377044678,-0.442061185836792,-0.04484182596206665,-0.37289389967918396,0.05034667253494263,-0.27325761318206787,0.0741727352142334,-0.3756621479988098,0.05543935298919678,-0.40079551935195923,0.032651305198669434,-0.35579216480255127
0,0.0,0.0,-0.08870872855186462,-0.039907217025756836,-0.15891432762145996,-0.12254440784454346,-0.19565600156784058,-0.20168042182922363,-0.20530164241790771,-0.2957988977432251,-0.11712181568145752,-0.28803086280822754,-0.13889598846435547,-0.4006389379501343,-0.15877044200897217,-0.4141749143600464,-0.16422021389007568,-0.3660595118999481,-0.06287696957588196,-0.30758100748062134,-0.06372609734535217,-0.451153427362442,-0.0872701108455658,-0.44919100403785706,-0.10056042671203613,-0.3780393898487091,-0.007006168365478516,-0.30125653743743896,0.004645407199859619,-0.42869699001312256,-0.023687243461608887,-0.43971627950668335,-0.04331856966018677,-0.37273338437080383,0.05210691690444946,-0.2716761827468872,0.07530266046524048,-0.37377604842185974,0.05638384819030762,-0.39913100004196167,0.03361225128173828,-0.3562094569206238
0,0.0,0.0,-0.08858504891395569,-0.04108518362045288,-0.1597728431224823,-0.12456053495407104,-0.19783183932304382,-0.20357567071914673,-0.2070508599281311,-0.2970803380012512,-0.1181313693523407,-0.2893473505973816,-0.1401476263999939,-0.40210241079330444,-0.16103306412696838,-0.4156845211982727,-0.16718977689743042,-0.36897405982017517,-0.06398943066596985,-0.30859678983688354,-0.06414774060249329,-0.45401233434677124,-0.08929148316383362,-0.45008599758148193,-0.10330691933631897,-0.37780290842056274,-0.008228778839111328,-0.30204832553863525,0.0034825801849365234,-0.43086346983909607,-0.02663356065750122,-0.43910226225852966,-0.04690974950790405,-0.37048912048339844,0.05058223009109497,-0.2717300057411194,0.0737379789352417,-0.3757612109184265,0.053794026374816895,-0.4014478027820587,0.03043752908706665,-0.35920917987823486
0,0.0,0.0,-0.0892065167427063,-0.039044857025146484,-0.15945520997047424,-0.12311309576034546,-0.1959228217601776,-0.20272958278656006,-0.2034626007080078,-0.2960202693939209,-0.11792975664138794,-0.28761303424835205,-0.14153844118118286,-0.4006776511669159,-0.16084244847297668,-0.4123857021331787,-0.16459250450134277,-0.3637080192565918,-0.06376734375953674,-0.3068349361419678,-0.0655079185962677,-0.4511615037918091,-0.08897629380226135,-0.4458733797073364,-0.10168617963790894,-0.37418225407600403,-0.00791621208190918,-0.30058491230010986,0.0026877522468566895,-0.42899149656295776,-0.025807201862335205,-0.43793055415153503,-0.04480758309364319,-0.37090247869491577,0.0516664981842041,-0.2712861895561218,0.07395905256271362,-0.37450313568115234,0.05517113208770752,-0.39729464054107666,0.033254921436309814,-0.3528716564178467
0,0.0,0.0,-0.09062069654464722,-0.04119974374771118,-0.1604328751564026,-0.12491446733474731,-0.1968643069267273,-0.20459461212158203,-0.2048436999320984,-0.29880577325820923,-0.11918303370475769,-0.2894825339317322,-0.14145278930664062,-0.40147483348846436,-0.1604679524898529,-0.41491690278053284,-0.1648246943950653,-0.3665021061897278,-0.06494128704071045,-0.3084166646003723,-0.06479337811470032,-0.4518882632255554,-0.0870077908039093,-0.44983696937561035,-0.099601149559021,-0.3793865144252777,-0.008558034896850586,-0.30197781324386597,0.003401815891265869,-0.4297367334365845,-0.02416175603866577,-0.4412839710712433,-0.043345481157302856,-0.37369489669799805,0.05051290988922119,-0.2731132507324219,0.0741531252861023,-0.3767707943916321,0.054965078830718994,-0.40076202154159546,0.03211534023284912,-0.35521912574768066
0,0.0,0.0,-0.090391606092453,-0.042464375495910645,-0.16132286190986633,-0.12630170583724976,-0.19849416613578796,-0.20674043893814087,-0.20566719770431519,-0.30144989490509033,-0.11934179067611694,-0.2907046675682068,-0.14062729477882385,-0.40137970447540283,-0.15992701053619385,-0.4169318675994873,-0.1655498445034027,-0.37096714973449707,-0.065365731716156,-0.3105032444000244,-0.0663231611251831,-0.4526766836643219,-0.08788624405860901,-0.45242685079574585,-0.09997910261154175,-0.3830138146877289,-0.009553492069244385,-0.3044884204864502,0.0015865564346313477,-0.43091654777526855,-0.025410771369934082,-0.4421297311782837,-0.044284433126449585,-0.3755057752132416,0.049234986305236816,-0.2754271626472473,0.07222402095794678,-0.3780076801776886,0.05339318513870239,-0.4029847979545593,0.030826687812805176,-0.35991936922073364
0,0.0,0.0,-0.08786025643348694,-0.04016590118408203,-0.15725809335708618,-0.12336242198944092,-0.19393837451934814,-0.20325803756713867,-0.20401570200920105,-0.2985025644302368,-0.1167149543762207,-0.2902681231498718,-0.13834774494171143,-0.40205833315849304,-0.15837234258651733,-0.41805124282836914,-0.16418975591659546,-0.3712742030620575,-0.062429279088974,-0.3092097043991089,-0.06421470642089844,-0.4525926113128662,-0.08621320128440857,-0.4513890743255615,-0.09868243336677551,-0.3810039758682251,-0.006445407867431641,-0.3024062514305115,0.004847347736358643,-0.43089789152145386,-0.022215664386749268,-0.44202595949172974,-0.04112190008163452,-0.375291645526886,0.052828848361968994,-0.2720486521720886,0.07586246728897095,-0.3763822615146637,0.05735069513320923,-0.4004805088043213,0.03484547138214111,-0.3559417128562927
0,0.0,0.0,-0.0892970860004425,-0.04092961549758911,-0.15943843126296997,-0.12551361322402954,-0.19652560353279114,-0.2057608962059021,-0.20382028818130493,-0.30040478706359863,-0.11703291535377502,-0.2907412052154541,-0.1398913562297821,-0.40198150277137756,-0.15856987237930298,-0.41760075092315674,-0.16323453187942505,-0.37089449167251587,-0.06306424736976624,-0.31021779775619507,-0.0640903115272522,-0.4523719549179077,-0.0853927731513977,-0.4523846209049225,-0.09789833426475525,-0.38209131360054016,-0.006932199001312256,-0.30395621061325073,0.003856658935546875,-0.4311211407184601,-0.022819876670837402,-0.44364380836486816,-0.0424748957157135,-0.3767199218273163,0.05217355489730835,-0.27489304542541504,0.07493317127227783,-0.3779493272304535,0.05660057067871094,-0.40287649631500244,0.03364074230194092,-0.35923975706100464
0,0.0,0.0,-0.08814051747322083,-0.04058229923248291,-0.1575169563293457,-0.12345248460769653,-0.19417911767959595,-0.2032909393310547,-0.203298419713974,-0.2986486554145813,-0.11623778939247131,-0.2896958589553833,-0.13895899057388306,-0.399842232465744,-0.15769708156585693,-0.41610613465309143,-0.16212275624275208,-0.36963704228401184,-0.06168964505195618,-0.30973196029663086,-0.06187060475349426,-0.45213401317596436,-0.0831926167011261,-0.45120710134506226,-0.09549158811569214,-0.38044512271881104,-0.005912661552429199,-0.3035504221916199,0.006121575832366943,-0.4302917718887329,-0.021112024784088135,-0.4404861629009247,-0.040294528007507324,-0.3724559545516968,0.05314469337463379,-0.27386707067489624,0.07615435123443604,-0.3764621913433075,0.05779707431793213,-0.40114501118659973,0.03524535894393921,-0.3574116826057434
0,0.0,0.0,-0.08943647146224976,-0.03937262296676636,-0.1592177152633667,-0.1245887279510498,-0.1952195167541504,-0.2056969404220581,-0.20375752449035645,-0.30023372173309326,-0.11600902676582336,-0.2894587516784668,-0.13813060522079468,-0.39901459217071533,-0.15828514099121094,-0.41734766960144043,-0.16486310958862305,-0.37344419956207275,-0.06257879734039307,-0.3090934753417969,-0.0628587007522583,-0.45095086097717285,-0.08434104919433594,-0.45057108998298645,-0.09730812907218933,-0.37947702407836914,-0.007175147533416748,-0.30331969261169434,0.004383444786071777,-0.4301983416080475,-0.022233784198760986,-0.44291698932647705,-0.04172468185424805,-0.37509334087371826,0.05163818597793579,-0.27487897872924805,0.07397520542144775,-0.37705114483833313,0.05647999048233032,-0.4014892280101776,0.03452557325363159,-0.3560619354248047
0,0.0,0.0,-0.0890112817287445,-0.04245603084564209,-0.15841379761695862,-0.12759429216384888,-0.1960737407207489,-0.20763695240020752,-0.2030743956565857,-0.3018719553947449,-0.11630958318710327,-0.2919132709503174,-0.13873088359832764,-0.40059223771095276,-0.15885773301124573,-0.4206858277320862,-0.16464602947235107,-0.3766072988510132,-0.06241577863693237,-0.3116410970687866,-0.061697930097579956,-0.45396411418914795,-0.08337649703025818,-0.45502081513404846,-0.09612053632736206,-0.3838714361190796,-0.006724655628204346,-0.305419921875,0.005752086639404297,-0.43275511264801025,-0.02140408754348755,-0.4440058171749115,-0.04053014516830444,-0.37442222237586975,0.051874756813049316,-0.2760193347930908,0.07517373561859131,-0.3787204623222351,0.05707484483718872,-0.40350645780563354,0.035209059715270996,-0.35786688327789307
0,0.0,0.0,-0.08822312951087952,-0.04137200117111206,-0.15777409076690674,-0.12500959634780884,-0.19469374418258667,-0.20508825778961182,-0.20247071981430054,-0.29963237047195435,-0.11610576510429382,-0.29021376371383667,-0.13741087913513184,-0.3991394639015198,-0.15777510404586792,-0.41819462180137634,-0.1641603410243988,-0.3752921223640442,-0.06172055006027222,-0.3099578619003296,-0.06169772148132324,-0.45072728395462036,-0.08311080932617188,-0.4510287940502167,-0.09535443782806396,-0.382007360458374,-0.0063492655754089355,-0.303669273853302,0.006138324737548828,-0.43023180961608887,-0.020856916904449463,-0.4418489933013916,-0.03927344083786011,-0.3748622238636017,0.05254179239273071,-0.27329254150390625,0.0753527283668518,-0.37504664063453674,0.056950926780700684,-0.40009915828704834,0.03515362739562988,-0.3566132187843323
0,0.0,0.0,-0.08784937858581543,-0.039638519287109375,-0.1568656861782074,-0.12345397472381592,-0.19345194101333618,-0.20304334163665771,-0.20070046186447144,-0.29657721519470215,-0.11515229940414429,-0.28803008794784546,-0.13808715343475342,-0.3961169123649597,-0.1571730375289917,-0.41548800468444824,-0.1615346372127533,-0.37253236770629883,-0.060966044664382935,-0.30828583240509033,-0.059897392988204956,-0.4488855302333832,-0.08206158876419067,-0.4499565660953522,-0.09559136629104614,-0.37981489300727844,-0.005487799644470215,-0.3017961382865906,0.007648169994354248,-0.42768198251724243,-0.019335567951202393,-0.44046151638031006,-0.03897380828857422,-0.3735044598579407,0.0529211163520813,-0.2714053988456726,0.0766032338142395,-0.37201792001724243,0.05924099683761597,-0.39671438932418823,0.03757178783416748,-0.35287249088287354
0,0.0,0.0,-0.08738318085670471,-0.038330912590026855,-0.15533876419067383,-0.1212242841720581,-0.19026172161102295,-0.20069992542266846,-0.20059120655059814,-0.2934892177581787,-0.11511972546577454,-0.28598982095718384,-0.1355208456516266,-0.3988550305366516,-0.15334206819534302,-0.41096553206443787,-0.15726244449615479,-0.3604735732078552,-0.060344696044921875,-0.3048936724662781,-0.060419678688049316,-0.4482157826423645,-0.08183199167251587,-0.443579763174057,-0.09414494037628174,-0.3706813454627991,-0.004633545875549316,-0.29828572273254395,0.007855892181396484,-0.4257846474647522,-0.017792105674743652,-0.43531960248947144,-0.035958170890808105,-0.36789458990097046,0.05429929494857788,-0.26856285333633423,0.07719075679779053,-0.37058955430984497,0.06067371368408203,-0.39361250400543213,0.03985261917114258,-0.34987854957580566
0,0.0,0.0,-0.08870714902877808,-0.04000425338745117,-0.15774276852607727,-0.12168467044830322,-0.19544851779937744,-0.19994449615478516,-0.2028467059135437,-0.2934548854827881,-0.11388072371482849,-0.2860463857650757,-0.13484251499176025,-0.39519017934799194,-0.15740904211997986,-0.4136643409729004,-0.16636407375335693,-0.37233492732048035,-0.06062936782836914,-0.30484873056411743,-0.05971887707710266,-0.44677481055259705,-0.08433565497398376,-0.44283193349838257,-0.09948283433914185,-0.37125658988952637,-0.005404829978942871,-0.2989044785499573,0.006895959377288818,-0.4252341389656067,-0.022194623947143555,-0.4347129166126251,-0.042688965797424316,-0.3660241961479187,0.05259209871292114,-0.2697274684906006,0.07567226886749268,-0.37161391973495483,0.05650126934051514,-0.3955950438976288,0.03335988521575928,-0.3503188490867615
0,0.0,0.0,-0.08857634663581848,-0.040112853050231934,-0.1582355797290802,-0.12156617641448975,-0.19639647006988525,-0.20013153553009033,-0.20374834537506104,-0.292544960975647,-0.11460414528846741,-0.28481847047805786,-0.13496476411819458,-0.3947737216949463,-0.15773755311965942,-0.413097620010376,-0.1671862006187439,-0.37073639035224915,-0.06103602051734924,-0.30442506074905396,-0.059918612241744995,-0.44660937786102295,-0.08512681722640991,-0.44610166549682617,-0.10062754154205322,-0.3759080469608307,-0.005732059478759766,-0.29861748218536377,0.007154226303100586,-0.424581378698349,-0.022475481033325195,-0.4356127679347992,-0.043092161417007446,-0.3673815131187439,0.05220764875411987,-0.2688908576965332,0.0757681131362915,-0.3702778220176697,0.056529462337493896,-0.39545443654060364,0.03368699550628662,-0.3510282039642334
